TransactionID,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,TransactionDT,TransactionAmt,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,isFraud
469142,C,15810,213.0,146.0,mastercard,166.0,debit,NotFound,NotFound,1286404,37.78,4440.0,5212.0,0.0,2126.0,0.0,2126.0,2128.0,3164.0,0.0,3102.0,3020.0,3020.0,2716.0,1341.0,0
247804,W,12686,215.0,150.0,visa,226.0,debit,476.0,87.0,627069,90.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,0
401272,W,6292,298.0,150.0,visa,226.0,debit,203.0,87.0,8099225,59.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,2.0,0
339351,R,12503,520.0,150.0,american express,190.0,credit,264.0,87.0,13566945,75.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
304913,W,7858,321.0,150.0,visa,226.0,debit,472.0,87.0,12327711,35.94,122.0,97.0,0.0,0.0,74.0,82.0,0.0,0.0,75.0,0.0,83.0,0.0,451.0,95.0,0
406968,C,8412,445.0,150.0,mastercard,100.0,debit,NotFound,NotFound,8295804,132.5,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
450897,H,6457,321.0,150.0,visa,195.0,debit,337.0,87.0,8375106,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
466534,W,5930,216.0,150.0,mastercard,102.0,credit,315.0,87.0,4324927,107.94,5.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,16.0,4.0,0
392049,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,8201985,160.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,2.0,0
311677,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,4483913,226.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0
223668,W,17188,321.0,150.0,visa,226.0,debit,310.0,87.0,11753745,108.94,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,2.0,0
167328,W,12544,321.0,150.0,visa,226.0,debit,184.0,87.0,12599294,92.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
123569,W,13481,199.0,150.0,mastercard,224.0,debit,126.0,87.0,5504961,59.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,0
266184,W,8618,555.0,150.0,visa,226.0,debit,123.0,87.0,11878310,59.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,19.0,1.0,0
204331,W,15497,490.0,150.0,visa,226.0,debit,220.0,87.0,11742349,554.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,19.0,4.0,0
457005,W,15095,555.0,150.0,visa,226.0,debit,226.0,87.0,6180885,107.94,4.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,5.0,4.0,0
85249,W,12260,236.0,150.0,visa,226.0,debit,204.0,87.0,14403845,143.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,0
406867,C,5812,408.0,185.0,mastercard,224.0,debit,NotFound,NotFound,258167,14.38,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1
116247,W,3181,152.0,150.0,visa,226.0,debit,264.0,87.0,3202115,33.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
203709,W,13833,111.0,150.0,visa,226.0,debit,325.0,87.0,3893727,117.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0
233895,R,17632,216.0,150.0,visa,226.0,credit,269.0,87.0,670803,200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
60970,W,9705,555.0,150.0,mastercard,224.0,debit,264.0,87.0,12860821,2186.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
152680,W,14296,342.0,150.0,visa,226.0,debit,170.0,87.0,7951698,34.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
222471,W,6832,134.0,150.0,visa,226.0,credit,264.0,87.0,5080009,206.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
394283,W,8117,490.0,150.0,visa,226.0,debit,204.0,87.0,1376734,213.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0
432127,W,8736,127.0,150.0,mastercard,224.0,debit,181.0,87.0,1034487,107.94,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,11.0,1.0,0
257566,W,12469,360.0,150.0,mastercard,166.0,debit,492.0,87.0,3036393,150.5,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
370960,W,11207,361.0,150.0,visa,226.0,debit,126.0,87.0,4982793,59.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,0
345324,W,12544,321.0,150.0,visa,226.0,debit,441.0,87.0,14268838,30.95,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,0
313945,S,5463,399.0,150.0,american express,137.0,credit,330.0,87.0,11321934,20.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,86.0,2.0,0.0,102.0,1.0,0
384484,W,9561,242.0,150.0,visa,166.0,debit,203.0,87.0,7927727,39.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,7.0,1.0,0
451602,W,9500,321.0,150.0,visa,226.0,debit,325.0,87.0,9847649,25.95,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
44427,R,7585,553.0,150.0,visa,226.0,credit,330.0,87.0,1491770,200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
102823,W,9350,111.0,150.0,visa,162.0,credit,428.0,87.0,12584887,117.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
189352,W,16070,111.0,150.0,visa,166.0,debit,327.0,87.0,9296719,42.94,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0
456811,W,7919,194.0,150.0,mastercard,166.0,debit,384.0,87.0,15008381,108.5,3.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,0
7059,W,7585,553.0,150.0,visa,226.0,credit,204.0,87.0,15614269,146.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,6.0,2.0,0
310171,W,14649,548.0,150.0,visa,226.0,debit,441.0,87.0,13352009,47.94,5.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,6.0,0.0,34.0,4.0,0
189229,W,6328,455.0,150.0,mastercard,166.0,debit,310.0,87.0,4495035,57.94,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,8.0,3.0,0
200368,W,2249,343.0,150.0,visa,195.0,credit,299.0,87.0,7163922,563.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
3951,C,9633,130.0,185.0,visa,138.0,debit,NotFound,NotFound,10266703,33.84,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
393755,W,17223,441.0,150.0,visa,226.0,debit,472.0,87.0,2942207,108.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
251412,C,9987,555.0,203.0,visa,226.0,credit,NotFound,NotFound,15717540,85.8,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1
432585,W,5291,442.0,150.0,visa,226.0,debit,204.0,87.0,11405818,39.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,8.0,0.0,50.0,3.0,0
406747,C,15885,545.0,185.0,visa,138.0,debit,NotFound,NotFound,11125056,15.984,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0
270814,W,10908,333.0,150.0,visa,226.0,debit,476.0,87.0,12960433,117.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,31.0,2.0,0
467587,S,15775,481.0,150.0,mastercard,102.0,credit,330.0,87.0,14823584,105.0,5.0,3.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,3.0,5.0,0.0,61.0,5.0,0
283968,S,3786,418.0,150.0,visa,226.0,debit,337.0,87.0,3860389,75.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,0.0,13.0,2.0,0
305539,H,1764,158.0,150.0,visa,226.0,debit,315.0,87.0,614495,60.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
196636,W,6832,134.0,150.0,visa,226.0,credit,204.0,87.0,5440351,902.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
309344,W,10989,360.0,150.0,visa,166.0,debit,110.0,87.0,10172595,73.5,109.0,107.0,0.0,0.0,151.0,74.0,0.0,0.0,68.0,0.0,75.0,0.0,508.0,101.0,0
307080,W,13964,496.0,150.0,mastercard,224.0,debit,299.0,87.0,11510438,211.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,3.0,0
196388,R,14998,562.0,150.0,mastercard,219.0,credit,337.0,87.0,9589534,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
420503,W,7826,481.0,150.0,mastercard,224.0,debit,204.0,87.0,1273441,77.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
458398,W,6019,583.0,150.0,visa,226.0,credit,204.0,87.0,1793173,107.94,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,28.0,1.0,0
245858,R,10486,514.0,150.0,mastercard,219.0,credit,315.0,87.0,1697269,150.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
468905,W,18132,567.0,150.0,mastercard,117.0,debit,264.0,87.0,602574,188.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,2.0,0
255286,W,5606,318.0,150.0,visa,166.0,debit,441.0,87.0,473652,554.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
190429,W,12570,462.0,150.0,visa,226.0,debit,272.0,87.0,8869797,1215.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0
329148,W,4458,555.0,150.0,visa,226.0,debit,315.0,87.0,8902715,93.94,6.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,6.0,0
78016,W,8187,NotFound,150.0,visa,166.0,debit,327.0,87.0,5784662,10.99,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
221304,W,18265,275.0,150.0,mastercard,224.0,debit,264.0,87.0,4717691,117.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,17.0,2.0,0
324181,W,8140,453.0,150.0,visa,226.0,debit,264.0,87.0,13388419,30.95,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,19.0,3.0,0
391036,W,16326,321.0,150.0,visa,226.0,credit,476.0,87.0,8613590,87.0,4.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0,12.0,3.0,0
252694,W,17635,565.0,150.0,visa,226.0,debit,325.0,87.0,6280401,102.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,0
310916,W,5938,111.0,150.0,visa,162.0,credit,310.0,87.0,12327146,313.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
195768,W,16255,470.0,150.0,mastercard,137.0,credit,330.0,87.0,8104188,216.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0
192592,W,6592,278.0,150.0,visa,226.0,debit,325.0,87.0,10432805,92.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0
265367,W,9032,555.0,150.0,visa,226.0,debit,330.0,87.0,3803294,49.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,0
456118,W,7322,411.0,150.0,visa,226.0,debit,122.0,87.0,4319267,59.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
409098,W,5606,318.0,150.0,visa,166.0,debit,269.0,87.0,565675,57.94,4.0,6.0,0.0,0.0,6.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,56.0,4.0,0
398861,W,12469,360.0,150.0,mastercard,126.0,debit,441.0,87.0,10426176,47.94,8.0,5.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,42.0,7.0,0
46109,W,10112,360.0,150.0,visa,166.0,debit,269.0,87.0,6444741,47.94,9.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,0.0,2.0,0.0,25.0,8.0,0
226111,R,16659,170.0,150.0,visa,226.0,credit,472.0,87.0,2154967,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
255445,W,18300,174.0,150.0,visa,226.0,debit,272.0,87.0,11980394,57.94,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0
465463,W,15095,555.0,150.0,visa,226.0,debit,226.0,87.0,12239052,57.94,5.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,8.0,4.0,0
24805,W,13462,402.0,150.0,visa,226.0,debit,343.0,87.0,8562092,54.16,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
452185,C,9633,130.0,185.0,visa,138.0,debit,NotFound,NotFound,8357133,79.56,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
303007,W,2392,360.0,150.0,mastercard,126.0,debit,498.0,87.0,10540291,82.94,6.0,7.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,10.0,4.0,0
81668,W,11162,346.0,150.0,mastercard,224.0,debit,158.0,87.0,7322878,93.44,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,10.0,3.0,0
365085,W,7919,194.0,150.0,mastercard,202.0,debit,337.0,87.0,5486270,59.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,0
407792,W,16560,476.0,150.0,visa,166.0,debit,476.0,87.0,4930552,21.95,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
288436,W,13160,555.0,150.0,visa,226.0,debit,384.0,87.0,9126554,49.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1
440094,C,15885,545.0,185.0,visa,138.0,debit,NotFound,NotFound,2745973,22.39,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0
33621,W,13108,215.0,150.0,visa,226.0,debit,191.0,87.0,9729886,47.94,5.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,0
340216,W,13780,298.0,150.0,visa,226.0,debit,299.0,87.0,1295571,108.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
154484,W,7919,194.0,150.0,mastercard,202.0,debit,177.0,87.0,5597869,107.94,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,17.0,3.0,0
178920,W,12544,321.0,150.0,visa,226.0,debit,476.0,87.0,4470706,49.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,3.0,0.0,11.0,4.0,0
359676,W,15066,170.0,150.0,mastercard,102.0,credit,204.0,87.0,3588846,57.94,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,26.0,3.0,0
145324,W,3716,132.0,150.0,visa,226.0,debit,310.0,87.0,5868606,160.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,0
56166,C,2801,296.0,185.0,visa,137.0,credit,NotFound,NotFound,1991561,35.1,6.0,12.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,5.0,4.0,0
85013,C,9633,130.0,185.0,visa,138.0,debit,NotFound,NotFound,6973049,16.92,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0
157357,W,15280,532.0,150.0,mastercard,224.0,debit,191.0,87.0,143331,34.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,2.0,0
442664,W,12577,268.0,150.0,visa,166.0,debit,325.0,87.0,4645781,59.0,3.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,10.0,3.0,0
203351,H,6019,583.0,150.0,visa,226.0,credit,337.0,87.0,861058,200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
413760,W,12695,490.0,150.0,visa,226.0,debit,325.0,87.0,8117028,117.0,2.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,3.0,2.0,7.0,2.0,0
29573,C,9633,296.0,185.0,visa,138.0,debit,NotFound,NotFound,3129237,64.7,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
40411,W,1974,111.0,150.0,visa,226.0,debit,184.0,87.0,10893749,29.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0
69274,W,1522,208.0,150.0,mastercard,117.0,debit,315.0,87.0,872494,44.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,38.0,2.0,0
156275,W,12501,490.0,150.0,visa,226.0,debit,204.0,87.0,14393842,47.94,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,0
65850,W,12839,321.0,150.0,visa,226.0,debit,512.0,87.0,1466807,117.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
362130,W,7676,512.0,150.0,visa,226.0,debit,299.0,87.0,7004231,59.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,0
348889,W,1684,514.0,150.0,mastercard,224.0,credit,204.0,87.0,13727413,1090.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0
246068,W,17400,174.0,150.0,visa,226.0,debit,123.0,87.0,841963,97.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
175376,W,1839,455.0,150.0,mastercard,224.0,debit,143.0,87.0,8264722,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
195188,C,7099,545.0,185.0,visa,195.0,credit,NotFound,NotFound,11042545,46.4,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0
169652,R,4272,111.0,150.0,visa,226.0,debit,299.0,87.0,2835589,200.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
322166,W,12640,555.0,150.0,visa,226.0,debit,204.0,87.0,11892407,280.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,7.0,1.0,0
276181,W,7207,111.0,150.0,visa,226.0,debit,204.0,87.0,613827,117.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0
205591,R,7585,553.0,150.0,visa,226.0,credit,299.0,87.0,2337206,250.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
318641,C,9633,130.0,185.0,visa,138.0,debit,NotFound,NotFound,7796308,22.72,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0
219409,W,8035,587.0,150.0,visa,226.0,credit,441.0,87.0,2561571,107.94,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,4.0,0.0,15.0,3.0,0
125884,W,1804,161.0,150.0,mastercard,117.0,debit,269.0,87.0,15162146,82.94,3.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,39.0,2.0,0
462171,C,9633,130.0,185.0,visa,138.0,debit,NotFound,NotFound,7870887,55.84,7.0,10.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1
458419,H,16127,555.0,150.0,american express,NotFound,credit,184.0,87.0,1804023,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
386753,W,4609,207.0,150.0,visa,226.0,debit,204.0,87.0,12843765,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
152322,W,14649,548.0,150.0,visa,226.0,debit,272.0,87.0,13282270,106.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0
373737,C,3154,408.0,185.0,mastercard,224.0,debit,NotFound,NotFound,12447027,6.76,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
386850,C,16346,324.0,185.0,visa,226.0,credit,NotFound,NotFound,11643893,82.7,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
336398,W,5997,514.0,150.0,mastercard,224.0,credit,126.0,87.0,6420151,44.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1
219932,W,17868,148.0,150.0,visa,226.0,debit,472.0,87.0,11415181,117.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0
57635,H,6019,583.0,150.0,visa,226.0,credit,299.0,87.0,2414060,25.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
329722,W,15063,514.0,150.0,visa,226.0,credit,325.0,87.0,11987366,259.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0
76204,C,16136,204.0,185.0,visa,138.0,debit,NotFound,NotFound,877933,14.695,911.0,1293.0,0.0,460.0,0.0,460.0,461.0,666.0,0.0,801.0,651.0,651.0,680.0,291.0,0
422476,R,18081,481.0,150.0,mastercard,219.0,credit,433.0,87.0,2044989,150.0,1200.0,1311.0,0.0,879.0,0.0,892.0,0.0,499.0,0.0,427.0,945.0,0.0,697.0,645.0,0
435879,R,2803,100.0,150.0,visa,226.0,debit,184.0,87.0,13786432,100.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0
