2223,0,104.0,185.0,3,137.0,1,299.0,87.0,7332927,1,1,1,0,1,1,1,0,1,1,1,1,1,18,51,0,1
2256,0,545.0,185.0,3,226.0,1,299.0,87.0,10697565,6,9,2,0,2,2,3,0,2,3,3,2,1,13,6,0,1
2286,4,481.0,150.0,2,102.0,1,325.0,87.0,6361717,14,12,0,1,5,0,0,6,0,6,0,65,11,44,77,0,1
2310,4,321.0,150.0,3,195.0,2,325.0,87.0,14763198,2,5,0,0,1,0,0,1,0,2,1,38,2,30,28,0,1
2355,0,408.0,185.0,2,224.0,2,299.0,87.0,6806536,132,125,36,0,36,36,42,0,49,47,47,10,10,5,11,0,1
2373,4,111.0,150.0,3,226.0,2,191.0,87.0,5582540,1,1,0,0,1,0,0,1,0,1,1,1,1,59,17,0,1
2430,4,514.0,150.0,2,224.0,2,299.0,87.0,10779529,1,3,0,1,2,0,0,1,0,3,0,8,1,243,50,0,1
2464,4,490.0,150.0,3,226.0,2,181.0,87.0,7342631,1,1,0,0,1,0,0,1,0,1,0,1,1,25,9,0,1
2587,0,296.0,185.0,3,138.0,2,299.0,87.0,2092394,1,4,1,0,1,1,1,0,1,2,2,0,0,20,44,0,1
2602,0,408.0,185.0,2,224.0,2,299.0,87.0,13065250,1,1,1,0,1,1,1,0,1,1,1,0,0,19,11,0,1
2612,4,583.0,150.0,3,226.0,1,441.0,87.0,3256842,2,2,0,0,2,0,0,2,0,1,0,2,1,371,49,0,1
2745,4,111.0,150.0,3,144.0,1,204.0,87.0,10863549,1,1,0,0,2,0,0,1,0,1,0,1,1,25,19,0,1
2762,1,128.0,150.0,3,226.0,2,264.0,87.0,13150913,2,2,1,0,1,0,2,0,1,2,0,0,0,51,2,0,1
2768,2,111.0,150.0,3,226.0,2,204.0,87.0,2666690,2,2,2,0,2,0,2,0,2,2,0,1,1,153,89,0,1
2773,0,545.0,185.0,3,138.0,2,299.0,87.0,3731386,0,1,1,0,1,1,1,0,1,1,1,0,0,7,77,0,1
2789,4,321.0,150.0,3,195.0,2,325.0,87.0,4743953,1,1,0,0,4,0,0,1,0,1,0,17,1,14,52,0,1
2825,0,103.0,185.0,3,226.0,2,299.0,87.0,5854118,1,1,1,0,1,1,1,0,1,1,1,0,0,8,52,0,1
2830,1,555.0,150.0,3,226.0,2,324.0,87.0,3108200,1,1,1,0,1,0,1,0,1,1,0,0,0,25,78,0,1
2860,4,134.0,150.0,3,226.0,1,204.0,87.0,8710454,7,3,0,0,2,0,0,3,0,1,0,25,6,105,30,0,1
2885,1,555.0,150.0,3,226.0,2,226.0,87.0,5221389,4,4,2,0,3,0,4,0,3,4,0,0,0,76,39,0,1
2908,1,158.0,150.0,3,226.0,2,315.0,87.0,1728998,4,6,4,0,4,0,5,0,5,4,0,3,2,76,3,0,1
2921,0,500.0,185.0,2,224.0,1,299.0,87.0,10629858,1,1,1,0,1,1,1,0,0,1,1,0,0,37,49,0,1
2930,4,122.0,150.0,2,195.0,2,143.0,87.0,12592646,2,2,0,0,1,0,0,1,0,1,0,1,1,171,26,0,1
2947,4,321.0,150.0,3,226.0,2,177.0,87.0,10337775,6,11,0,0,9,0,0,3,0,2,0,30,6,30,33,0,1
2988,4,170.0,150.0,2,102.0,1,330.0,87.0,3523841,2,5,0,2,3,0,0,5,0,4,0,14,2,66,72,0,1
3070,4,321.0,150.0,3,226.0,2,177.0,87.0,11469001,6,12,0,0,10,0,0,6,0,2,0,30,6,14,33,0,1
3222,2,583.0,150.0,3,226.0,1,472.0,87.0,8122487,11,10,2,0,1,0,7,0,7,9,0,0,0,102,89,0,1
3226,0,296.0,185.0,3,226.0,1,299.0,87.0,2092721,6,9,2,0,2,2,5,0,2,4,4,1,1,20,14,0,1
3276,0,142.0,185.0,3,138.0,2,299.0,87.0,9791276,281,343,59,0,59,64,103,0,60,122,122,13,8,35,46,0,1
3297,0,375.0,185.0,2,224.0,2,299.0,87.0,12614510,2,6,1,0,1,1,6,0,4,2,2,3,1,9,66,0,1
3331,0,103.0,185.0,3,137.0,1,299.0,87.0,6907873,11,9,4,0,4,4,14,0,4,6,6,0,0,114,64,0,1
3359,4,111.0,150.0,2,224.0,2,264.0,87.0,2990222,2,1,0,0,2,0,0,1,0,1,0,3,1,284,83,0,1
3398,0,324.0,185.0,3,226.0,1,299.0,87.0,14965254,4,6,1,0,1,1,1,0,1,2,2,1,1,4,79,0,1
3429,0,459.0,185.0,3,137.0,1,299.0,87.0,4058056,1,1,0,0,0,0,0,0,0,0,0,0,0,13,84,0,1
3448,1,264.0,150.0,3,226.0,2,441.0,87.0,3993700,1,1,1,0,1,0,1,0,1,1,0,0,0,25,38,0,1
3464,0,545.0,185.0,3,226.0,1,299.0,87.0,7324921,1,1,1,0,1,1,0,0,0,1,1,0,0,45,6,0,1
3648,4,111.0,150.0,3,162.0,1,512.0,87.0,2174636,1,1,0,0,0,0,0,1,0,1,0,1,1,18,43,0,1
3680,4,490.0,150.0,3,166.0,2,264.0,87.0,8278046,2,2,0,0,1,0,0,2,0,1,0,2,2,82,18,0,1
3695,0,375.0,185.0,2,224.0,2,299.0,87.0,1469271,0,1,1,0,1,1,1,0,1,1,1,1,0,9,17,0,1
3803,4,170.0,150.0,2,102.0,1,126.0,87.0,4298484,1,1,0,0,1,0,0,1,0,1,0,6,1,25,72,0,1
3839,4,321.0,150.0,3,226.0,2,122.0,87.0,1740260,5,3,0,0,2,0,0,9,0,3,0,20,4,82,83,0,1
3861,4,490.0,150.0,3,226.0,2,325.0,87.0,11645426,1,3,0,0,2,0,0,3,0,2,0,2,1,17,60,0,1
3863,0,408.0,185.0,2,224.0,2,299.0,87.0,15107981,16,22,5,0,5,5,11,0,6,11,11,2,2,30,24,0,1
3915,4,380.0,150.0,3,226.0,2,315.0,87.0,13439517,1,1,0,0,1,0,0,1,0,1,0,1,1,72,10,0,1
3924,0,238.0,185.0,3,102.0,1,299.0,87.0,10774741,5,7,5,0,5,5,4,0,4,5,5,1,1,4,17,0,1
4032,0,555.0,185.0,2,224.0,1,299.0,87.0,12743344,2,8,2,0,2,2,1,0,3,2,2,3,2,18,85,0,1
4047,4,479.0,150.0,3,226.0,1,231.0,87.0,6640639,1,2,0,0,1,0,0,1,0,1,1,2,1,30,81,0,1
4053,1,490.0,150.0,3,226.0,2,315.0,87.0,1970086,20,24,13,0,11,0,16,0,18,11,0,6,5,51,19,0,1
4062,4,529.0,150.0,3,162.0,1,512.0,87.0,14648771,1,1,0,0,1,0,0,1,0,1,0,1,1,59,64,0,1
4091,0,545.0,185.0,3,102.0,1,299.0,87.0,11594369,6,7,3,0,3,3,5,0,3,4,4,1,1,53,5,0,1
4122,4,321.0,150.0,3,226.0,2,330.0,87.0,4227262,4,2,0,0,11,0,0,1,0,2,0,50,4,27,43,0,1
4215,4,231.0,150.0,2,117.0,2,272.0,87.0,14398198,1,1,0,0,1,0,0,2,0,1,0,1,1,150,51,0,1
4252,4,490.0,150.0,3,195.0,2,310.0,87.0,8468062,2,3,0,2,4,0,0,1,0,2,0,6,1,160,9,0,1
4279,0,176.0,185.0,2,102.0,1,299.0,87.0,10450699,304,594,83,0,83,83,120,0,109,131,131,17,12,43,63,0,1
4301,0,103.0,185.0,3,226.0,1,299.0,87.0,9385628,1,1,1,0,1,1,1,0,1,1,1,0,0,36,23,0,1
4329,2,583.0,150.0,3,226.0,1,264.0,87.0,10721820,22,22,10,0,10,0,14,0,11,13,0,1,1,38,25,0,1
4375,0,296.0,185.0,3,138.0,2,299.0,87.0,1617869,11,18,9,0,9,9,13,0,10,18,18,6,4,5,44,0,1
4383,4,268.0,150.0,3,166.0,2,337.0,87.0,416562,1,1,0,0,1,0,0,1,0,1,0,1,1,47,59,0,1
4435,4,264.0,150.0,3,226.0,1,472.0,87.0,13973970,1,2,0,0,1,0,0,2,0,2,0,1,1,284,50,0,1
4443,1,194.0,150.0,2,166.0,2,225.0,87.0,5936800,1,1,1,0,1,0,1,0,1,1,0,0,0,76,35,0,1
4456,0,545.0,185.0,3,137.0,1,299.0,87.0,9064345,40,56,29,0,29,29,35,0,28,27,27,7,7,18,41,0,1
4462,0,142.0,185.0,3,138.0,2,299.0,87.0,10100783,0,1,1,0,1,1,2,0,1,1,1,0,0,29,46,0,1
4481,4,225.0,150.0,2,224.0,2,269.0,87.0,5092308,2,4,0,0,2,0,0,3,0,2,0,12,2,7,46,0,1
4530,4,327.0,150.0,1,142.0,1,123.0,87.0,11524774,1,1,0,0,1,0,0,2,0,1,0,1,1,510,66,0,1
4553,4,319.0,150.0,3,226.0,2,476.0,87.0,5860517,3,4,0,0,3,0,0,5,0,4,1,7,2,19,46,0,1
4604,0,176.0,185.0,2,224.0,1,299.0,87.0,9345539,1,1,1,0,1,1,1,0,1,1,1,0,0,21,15,0,1
4699,4,585.0,150.0,3,226.0,2,498.0,87.0,12337021,3,15,0,0,1,0,0,6,0,2,0,26,2,41,65,0,1
4727,0,408.0,185.0,2,224.0,2,299.0,87.0,3961692,1,1,1,0,1,1,1,0,1,1,1,1,1,13,24,0,1
4779,0,296.0,185.0,3,138.0,2,299.0,87.0,5363698,17,19,2,0,2,2,2,0,3,2,2,2,2,39,44,0,1
4790,4,490.0,150.0,3,226.0,2,325.0,87.0,1975870,1,2,0,0,2,0,0,2,0,1,0,15,1,25,60,0,1
4794,4,299.0,150.0,3,226.0,2,204.0,87.0,14749963,2,1,0,0,1,0,0,3,0,1,0,3,2,30,57,0,1
4797,4,417.0,150.0,3,195.0,2,308.0,87.0,3609073,1,2,0,0,1,0,0,1,0,2,0,4,1,19,19,0,1
4805,0,440.0,185.0,3,138.0,2,299.0,87.0,11229435,79,72,11,0,11,11,11,0,15,17,17,8,6,23,57,0,1
4858,0,103.0,185.0,3,226.0,2,299.0,87.0,14441091,8,9,1,0,1,1,1,0,1,1,1,0,0,16,44,0,1
4863,4,490.0,150.0,3,226.0,2,325.0,87.0,7570801,1,1,0,0,1,0,0,0,0,1,0,0,0,471,60,0,1
4872,0,321.0,150.0,3,226.0,1,299.0,87.0,5508637,1,1,1,0,1,1,1,0,0,1,1,0,0,10,72,0,1
4948,1,555.0,150.0,3,226.0,2,330.0,87.0,7312309,1,1,1,0,1,0,1,0,1,1,0,0,0,51,20,0,1
4955,4,327.0,150.0,1,102.0,1,330.0,87.0,11400752,1,1,0,0,1,0,0,1,0,1,1,1,1,510,8,0,1
4958,4,583.0,150.0,3,226.0,1,472.0,87.0,14042169,3,2,0,0,2,0,0,2,0,2,1,9,2,95,49,0,1
4976,4,310.0,150.0,2,224.0,2,203.0,87.0,4996379,5,2,0,0,1,0,0,2,0,1,0,53,3,256,82,0,1
4993,3,555.0,150.0,3,162.0,1,330.0,87.0,2690421,7,3,4,0,0,0,6,0,12,7,0,13,4,102,13,0,1
5018,0,545.0,185.0,3,137.0,1,299.0,87.0,10096520,2,2,1,0,1,1,1,0,1,1,1,0,0,56,41,0,1
5047,4,417.0,150.0,3,226.0,2,231.0,87.0,2397964,6,5,0,0,1,0,0,6,0,4,0,5,3,143,24,0,1
5055,1,111.0,150.0,3,226.0,2,226.0,87.0,3936278,1,1,1,0,1,0,1,0,1,1,0,1,1,25,43,0,1
5059,4,553.0,150.0,3,226.0,1,272.0,87.0,4241370,2,1,0,0,2,0,0,2,0,2,0,3,1,87,34,0,1
5105,0,142.0,185.0,3,138.0,2,299.0,87.0,10010761,1,4,2,0,2,2,4,0,3,4,4,3,1,4,46,0,1
5125,0,408.0,185.0,2,224.0,2,299.0,87.0,13738230,10,11,4,0,4,4,2,0,4,3,3,2,2,32,24,0,1
5163,0,500.0,185.0,2,224.0,1,299.0,87.0,13377937,1,2,1,0,1,1,1,0,1,2,2,1,1,20,40,0,1
5208,4,528.0,150.0,3,226.0,1,191.0,87.0,5665691,1,3,0,0,5,0,0,1,0,2,0,4,1,243,85,0,1
5224,4,225.0,150.0,2,224.0,2,204.0,87.0,3540734,2,2,0,0,1,0,0,3,0,2,0,5,2,59,46,0,1
5263,4,583.0,150.0,3,226.0,1,204.0,87.0,7164030,1,1,0,0,1,0,0,1,0,1,1,1,1,44,49,0,1
5274,0,296.0,185.0,3,226.0,1,299.0,87.0,4833464,1,1,1,0,1,1,1,0,1,1,1,0,0,25,14,0,1
5280,4,321.0,150.0,3,226.0,2,177.0,87.0,12001984,6,12,0,0,10,0,0,6,0,2,0,31,6,14,33,0,1
5289,1,158.0,150.0,3,226.0,2,315.0,87.0,1796829,12,13,7,0,6,0,9,0,10,8,0,5,4,153,3,0,1
5344,4,490.0,150.0,3,226.0,2,299.0,87.0,13280354,1,1,0,0,0,0,0,1,0,1,0,0,0,453,75,0,1
5370,4,170.0,150.0,2,224.0,2,330.0,87.0,8464092,1,1,0,0,1,0,0,0,0,1,0,1,1,128,56,0,1
5390,0,204.0,185.0,3,226.0,1,299.0,87.0,3771163,1,1,1,0,1,1,0,0,0,1,1,0,0,15,49,0,1
5413,4,336.0,150.0,3,226.0,1,441.0,87.0,8094516,1,1,0,0,0,0,0,0,0,1,0,2,1,12,8,0,1
5425,4,111.0,150.0,3,226.0,2,299.0,87.0,2926358,1,1,0,0,1,0,0,1,0,1,0,4,1,47,78,0,1
5461,4,490.0,150.0,3,226.0,2,420.0,87.0,5474535,2,2,0,0,2,0,0,1,0,1,0,30,1,87,56,0,1
5468,4,321.0,150.0,3,226.0,1,324.0,87.0,5340526,1,1,0,1,2,0,0,1,0,2,0,5,1,171,72,0,1
5505,0,545.0,185.0,3,138.0,2,299.0,87.0,8834418,1,1,0,0,0,0,1,0,1,0,0,0,0,31,77,0,1
5547,0,142.0,185.0,3,138.0,2,299.0,87.0,10024680,6,2,1,0,1,1,2,0,2,2,2,1,1,12,46,0,1
5573,0,170.0,150.0,2,102.0,1,299.0,87.0,13984284,5,7,1,0,1,1,2,0,2,1,1,0,0,30,72,0,1
5581,0,407.0,185.0,3,137.0,1,299.0,87.0,2588353,2,2,1,0,1,1,1,0,1,1,1,0,0,31,61,0,1
5597,0,321.0,150.0,3,226.0,1,299.0,87.0,5337155,1,1,1,0,1,1,1,0,0,1,1,1,1,13,72,0,1
5617,4,417.0,150.0,3,226.0,2,231.0,87.0,3359612,6,5,0,0,3,0,0,8,0,4,0,8,3,566,24,0,1
5627,4,174.0,150.0,3,226.0,2,204.0,87.0,3086752,1,2,0,0,1,0,0,1,0,1,0,2,1,25,3,0,1
5633,4,553.0,150.0,3,226.0,2,512.0,87.0,6750264,1,5,0,0,6,0,0,1,0,2,1,0,0,19,22,0,1
5686,4,543.0,150.0,2,224.0,2,315.0,87.0,15268343,3,2,0,0,2,0,0,1,0,2,1,21,3,171,51,0,1
5691,4,170.0,150.0,2,102.0,1,126.0,87.0,3340630,1,1,0,0,1,0,0,1,0,1,0,4,1,30,72,0,1
5725,4,327.0,150.0,1,102.0,1,343.0,87.0,7077315,1,1,0,0,1,0,0,1,0,1,0,1,1,229,8,0,1
5765,0,311.0,185.0,3,102.0,1,284.0,60.0,15362671,20,30,5,0,5,5,11,0,9,13,13,2,2,89,73,0,1
5801,4,269.0,150.0,2,224.0,2,433.0,87.0,662971,1,1,0,0,1,0,0,2,0,2,0,0,0,171,38,0,1
5875,0,103.0,185.0,3,138.0,2,299.0,87.0,8972698,2,2,1,0,1,1,1,0,1,1,1,0,0,29,42,0,1
5880,0,545.0,185.0,3,137.0,1,299.0,87.0,5945975,5,122,4,0,4,4,9,0,6,66,66,4,1,19,41,0,1
5923,0,375.0,185.0,2,224.0,2,299.0,87.0,15187608,9,22,7,0,7,7,23,0,11,1,1,10,6,5,66,0,1
5927,0,500.0,185.0,2,224.0,1,299.0,87.0,1026442,1501,1993,866,0,866,867,1296,0,1453,1176,1176,1277,565,20,40,0,1
6010,0,130.0,185.0,3,138.0,2,299.0,87.0,1630827,9,4,2,0,2,2,5,0,3,6,6,0,0,17,44,0,1
6012,0,545.0,185.0,3,138.0,2,299.0,87.0,9827993,1,3,1,0,1,1,1,0,1,2,2,1,1,35,77,0,1
6032,4,321.0,150.0,3,226.0,2,299.0,87.0,8278666,1,1,0,1,1,0,0,1,0,1,0,9,1,35,83,0,1
6080,0,142.0,185.0,3,138.0,2,299.0,87.0,2265557,153,202,47,0,47,47,105,0,45,114,114,14,12,28,46,0,1
6116,4,269.0,150.0,2,224.0,2,476.0,87.0,5508150,1,2,0,0,1,0,0,2,0,3,1,1,1,59,20,0,1
6122,4,585.0,150.0,3,226.0,2,498.0,87.0,13034370,3,15,0,0,1,0,0,8,0,2,1,30,2,45,65,0,1
6157,1,555.0,119.0,3,226.0,1,296.0,65.0,1980667,2,1,1,0,1,0,2,0,2,1,0,0,0,76,21,0,1
6198,2,122.0,150.0,2,195.0,2,220.0,87.0,13408906,7,7,2,0,7,0,2,0,2,7,0,0,0,192,26,0,1
6202,0,103.0,185.0,3,226.0,2,299.0,87.0,14684749,16,20,3,0,3,3,3,0,2,1,1,0,0,11,44,0,1
6214,0,142.0,185.0,3,138.0,2,299.0,87.0,4398111,1,7,2,0,2,2,2,0,3,3,3,3,1,17,46,0,1
6301,4,215.0,150.0,3,226.0,2,272.0,87.0,9753005,6,5,0,0,4,0,0,3,0,4,0,3,2,19,38,0,1
6311,4,553.0,150.0,3,226.0,1,441.0,87.0,12238443,1,1,0,0,1,0,0,1,0,1,1,1,1,39,34,0,1
6313,3,453.0,150.0,3,226.0,2,272.0,87.0,831273,2,2,1,0,0,0,3,0,1,1,0,42,2,12,41,0,1
6315,0,324.0,185.0,3,226.0,1,299.0,87.0,15731833,33,38,21,0,21,21,6,0,3,6,6,2,2,6,79,0,1
6326,0,176.0,185.0,2,224.0,1,299.0,87.0,9175948,201,297,54,0,54,54,137,0,53,151,151,12,9,52,15,0,1
6344,0,500.0,185.0,2,224.0,1,299.0,87.0,7893598,4,3,1,0,1,1,1,0,1,1,1,0,0,16,13,0,1
6357,1,158.0,150.0,3,226.0,2,315.0,87.0,1638184,3,4,2,0,3,0,4,0,4,2,0,3,2,76,3,0,1
6370,0,545.0,185.0,3,137.0,1,299.0,87.0,5946546,5,127,4,0,4,4,9,0,6,68,68,4,1,9,41,0,1
6401,0,555.0,198.0,2,224.0,1,299.0,87.0,8834732,6,1,0,0,0,0,1,0,1,0,0,0,0,31,54,0,1
6419,4,562.0,150.0,3,162.0,1,299.0,87.0,4238532,1,1,0,1,1,0,0,1,0,1,0,1,1,238,8,0,1
6445,4,111.0,150.0,2,166.0,2,325.0,87.0,9660474,1,2,0,0,3,0,0,1,0,1,0,4,1,87,31,0,1
6455,0,176.0,185.0,3,226.0,2,299.0,87.0,9690813,1,2,1,0,1,1,2,0,2,2,2,0,0,13,47,0,1
6458,0,321.0,150.0,3,226.0,1,299.0,87.0,5431126,1,1,1,0,1,1,1,0,0,1,1,0,0,14,72,0,1
6463,4,111.0,150.0,3,226.0,2,330.0,87.0,7999257,1,1,0,0,2,0,0,1,0,1,0,1,1,179,68,0,1
6491,3,481.0,150.0,2,224.0,1,330.0,87.0,14601279,3,3,1,0,0,0,5,0,4,1,0,8,3,5,69,0,1
6498,4,111.0,150.0,2,219.0,1,126.0,87.0,7756609,1,1,0,0,2,0,0,0,0,1,1,2,1,284,14,0,1
